1.png, Put food on the plate .
4900.png,Wipe the table with a rag. .
4901.png,Wipe the desk with a rag. .
4902.png,Wipe the table with a rag. .
4903.png,Wipe the desk with a rag. .
4904.png,Wipe the table with a rag. .
4933.png,wipe with a paper towel .
4934.png,wipe with a paper towel .
4935.png,wipe with a paper towel .
4936.png,wipe with a paper towel .
4937.png,wipe with a paper towel .
4938.png,wipe with a paper towel .
